"ID","REFERENCE","ORDER_DATE","SUPPLIER_ID","TOTAL_AMOUNT","DESCRIPTION","STATUS"
1748,PO006,2022-02-16 00:00:00.000,109,250000,Stationery orders,Open
1749,PO006-1,2022-02-16 00:00:00.000,148,,Packet 1,Received
1750,PO007,2022-06-03 00:00:00.000,139,26700,Taxi services fees,Closed
1751,PO008,2022-06-05 00:00:00.000,97,85200,Orders of computer spare parts,Open
1752,PO009-1,2022-06-18 00:00:00.000,125,,Security vests for firewardens,Received
1753,PO010,2022-07-03 00:00:00.000,102,,Electronic spare parts,Closed
1754,PO010,2022-07-03 00:00:00.000,128,,Electronic spare parts,Closed
1755,PO010,2022-07-03 00:00:00.000,154,,Electronic spare parts,Closed
1756,PO010-2,2022-07-03 00:00:00.000,128,,Aluminium LED PCB Assemblies x 100,Received
1757,PO010-2,2022-07-03 00:00:00.000,154,,Starter capacitor x 2000,Received
1758,PO011,2022-07-06 00:00:00.000,101,43200,Purchase of Stationeries,Closed
1759,PO011-1,2022-07-06 00:00:00.000,153,,Staplers Heavy duty x 10,Received
1760,PO008-1,2022-06-05 00:00:00.000,136,,"10 HDDs 3TB",Received
1761,PO011-2,2022-07-06 00:00:00.000,140,,Organizers x 200,Received
1762,PO011-2,2022-07-06 00:00:00.000,153,,Organizers x 200,Received
1763,PO012,2022-08-16 00:00:00.000,131,265000,Vehicle Spare parts,Open
1764,PO012-2,2022-08-16 00:00:00.000,146,,Servicing of cars,Received
1765,PO012-2,2022-08-16 00:00:00.000,94,,Dashboard for cards,Received
1766,PO012-2,2022-08-16 00:00:00.000,131,,Dashboard for cards,Received
1767,PO012-2,2022-08-16 00:00:00.000,133,,Rear door + repair,Received
1768,PO012-2,2022-08-16 00:00:00.000,144,,Rear door + repair,Received
1769,PO012-2,2022-08-16 00:00:00.000,146,,Rear door + repair,Received
1770,PO012-4,2022-08-16 00:00:00.000,118,,Air suspension compressor x 3,Received
1771,PO012-4,2022-08-16 00:00:00.000,144,,Air suspension compressor x 3,Received
1772,PO012-5,2022-08-16 00:00:00.000,92,,Master brake x 12,Received
1773,PO012-5,2022-08-16 00:00:00.000,133,,Master brake x 12,Received
1774,PO012-5,2022-08-16 00:00:00.000,144,,Master brake x 12,Received
1775,PO013,2022-08-20 00:00:00.000,142,,Purchase of Cars,Closed
1776,PO013-2,2022-08-20 00:00:00.000,142,,Audi Q7,Received
1777,PO013-3,2022-08-20 00:00:00.000,155,,Chevrolet Equinox,Received
1778,PO013-4,2022-08-20 00:00:00.000,142,,Hyundai Tucson,Received
1779,PO007-1,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
1780,PO007-2,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
1781,PO007-3,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Cancelled
1782,PO007-3,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Cancelled
1783,PO007-5,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
1784,PO007-5,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
1785,PO006-1,2022-02-16 00:00:00.000,109,,Packet 2,Received
1786,PO014,2022-09-15 00:00:00.000,98,,Purchases of Digital equipment,Open
1787,PO014,2022-09-15 00:00:00.000,150,,Purchases of Digital equipment,Open
1788,PO014-1,2022-09-15 00:00:00.000,147,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1789,PO014-2,2022-09-15 00:00:00.000,134,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1790,PO014-2,2022-09-15 00:00:00.000,137,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1791,PO014-3,2022-09-15 00:00:00.000,137,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1792,PO014-4,2022-09-15 00:00:00.000,147,,"3TB SATA HARD DISK x 4",Received
1793,PO014-5,2022-09-15 00:00:00.000,134,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1794,PO014-1,2022-09-15 00:00:00.000,124,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
1795,PO014-1,2022-09-15 00:00:00.000,150,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
1796,PO014-2,2022-09-15 00:00:00.000,121,,VIEWSONIC PJD5155 PROJECTOR,Received
1797,PO014-2,2022-09-15 00:00:00.000,124,,VIEWSONIC PJD5155 PROJECTOR,Received
1798,PO014-2,2022-09-15 00:00:00.000,137,,VIEWSONIC PJD5155 PROJECTOR,Received
1799,PO014-2,2022-09-15 00:00:00.000,108,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1800,PO014-2,2022-09-15 00:00:00.000,111,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1801,PO014-2,2022-09-15 00:00:00.000,147,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1802,PO014-3,2022-09-15 00:00:00.000,98,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1803,PO014-3,2022-09-15 00:00:00.000,95,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1804,PO014-3,2022-09-15 00:00:00.000,108,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1805,PO014-3,2022-09-15 00:00:00.000,134,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1806,PO014-3,2022-09-15 00:00:00.000,147,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1807,PO014-3,2022-09-15 00:00:00.000,98,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1808,PO014-3,2022-09-15 00:00:00.000,108,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1809,PO014-3,2022-09-15 00:00:00.000,111,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1810,PO014-4,2022-09-15 00:00:00.000,121,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1811,PO014-4,2022-09-15 00:00:00.000,108,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1812,PO014-4,2022-09-15 00:00:00.000,150,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1813,PO014-5,2022-09-15 00:00:00.000,121,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1814,PO014-5,2022-09-15 00:00:00.000,124,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1815,PO014-5,2022-09-15 00:00:00.000,134,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1816,PO014-5,2022-09-15 00:00:00.000,147,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1817,PO014-5,2022-09-15 00:00:00.000,111,,EPSON LQ310 DOT MATRIX PRINTER,Received
1818,PO014-5,2022-09-15 00:00:00.000,150,,DELL N3543 CORE i5 x 3,Cancelled
1819,PO001,2022-01-03 00:00:00.000,92,,Vehicle Spare parts,Closed
1820,PO001-1,2022-01-03 00:00:00.000,120,,Back lights,Received
1821,PO001-2,2022-01-03 00:00:00.000,120,,Spark plug,Received
1822,PO002,2022-01-10 00:00:00.000,142,750000,Purchase of Car,Open
1823,PO003,2022-01-24 00:00:00.000,137,57300,Computer screens,Closed
1824,PO003-1,2022-01-24 00:00:00.000,111,,"Screens 22""",Received
1825,PO003-1,2022-01-24 00:00:00.000,137,,"Screens 22""",Received
1826,PO003-1,2022-01-24 00:00:00.000,150,,"Screens 22""",Received
1827,PO003-2,2022-01-24 00:00:00.000,111,,"Screens 35""",Received
1828,PO001-3,2022-01-03 00:00:00.000,146,,Fuel filter,Received
1829,PO001-4,2022-01-03 00:00:00.000,92,,Air filter,Received
1830,PO001-4,2022-01-03 00:00:00.000,107,,Air filter,Received
1831,PO001-4,2022-01-03 00:00:00.000,118,,Air filter,Received
1832,PO005-1,2022-04-07 00:00:00.000,145,,National geo nature,Received
1833,PO004-3,2022-02-07 00:00:00.000,140,3000,Paper reams,Received
1834,PO005-3,2022-04-07 00:00:00.000,145,,Science world,Received
1835,PO005-4,2022-04-07 00:00:00.000,145,,Discovery mag,Received
1836,PO001-5,2022-01-03 00:00:00.000,92,,Brake disc,Received
1837,PO001-5,2022-01-03 00:00:00.000,105,,Brake disc,Received
1838,PO001-6,2022-01-03 00:00:00.000,107,,Axle,Received
1839,PO006,2022-02-16 00:00:00.000,122,250000,Stationery orders,Open
1840,PO007,2022-06-03 00:00:00.000,152,26700,Taxi services fees,Closed
1841,PO008,2022-06-05 00:00:00.000,149,85200,Orders of computer spare parts,Open
1842,PO009,2022-06-18 00:00:00.000,125,36800,Security vests,Open
1843,PO010-1,2022-07-03 00:00:00.000,102,,Air Conditioner Fan Capacitor x 1000,Received
1844,PO010-2,2022-07-03 00:00:00.000,154,,Aluminium LED PCB Assemblies x 100,Received
1845,PO010-2,2022-07-03 00:00:00.000,115,,Starter capacitor x 2000,Received
1846,PO010-2,2022-07-03 00:00:00.000,141,,Starter capacitor x 2000,Received
1847,PO011-1,2022-07-06 00:00:00.000,140,,Staplers Heavy duty x 10,Received
1848,PO008-1,2022-06-05 00:00:00.000,110,,"10 HDDs 3TB",Received
1849,PO008-2,2022-06-05 00:00:00.000,123,,"10 Motherboard Asus PRIME Z270-A",Received
1850,PO006-1,2022-02-16 00:00:00.000,122,,Packet 3,Received
1851,PO011-2,2022-07-06 00:00:00.000,127,,Organizers x 200,Received
1852,PO012,2022-08-16 00:00:00.000,92,265000,Vehicle Spare parts,Open
1853,PO012-1,2022-08-16 00:00:00.000,92,,Aluminium evaporator x 15,Received
1854,PO006-1,2022-02-16 00:00:00.000,148,,Packet 4,Received
1855,PO008-2,2022-06-05 00:00:00.000,110,,Seagate Barracuda 2TB SATA Hard Drive,Received
1856,PO012-1,2022-08-16 00:00:00.000,92,,Wheels and balancing,Received
1857,PO012-1,2022-08-16 00:00:00.000,144,,Wheels and balancing,Received
1858,PO012-1,2022-08-16 00:00:00.000,146,,Wheels and balancing,Received
1859,PO012-2,2022-08-16 00:00:00.000,94,,Servicing of cars,Received
1860,PO012-2,2022-08-16 00:00:00.000,146,,Dashboard for cards,Received
1861,PO012-2,2022-08-16 00:00:00.000,120,,Rear door + repair,Received
1862,PO012-3,2022-08-16 00:00:00.000,107,,High pressure fuel injector nozzle OEM x 10,Received
1863,PO012-3,2022-08-16 00:00:00.000,133,,High pressure fuel injector nozzle OEM x 10,Received
1864,PO012-4,2022-08-16 00:00:00.000,133,,Air suspension compressor x 3,Received
1865,PO012-5,2022-08-16 00:00:00.000,133,,Aluminium alloy set x 5,Received
1866,PO013,2022-08-20 00:00:00.000,129,,Purchase of Cars,Closed
1867,PO013-3,2022-08-20 00:00:00.000,129,,Chevrolet Equinox,Received
1868,PO013-4,2022-08-20 00:00:00.000,129,,Hyundai Tucson,Received
1869,PO013-4,2022-08-20 00:00:00.000,155,,Hyundai Tucson,Received
1870,PO007-1,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
1871,PO007-1,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
1872,PO007-2,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
1873,PO007-2,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
1874,PO007-2,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
1875,PO007-4,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
1876,PO007-5,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
1877,PO014,2022-09-15 00:00:00.000,137,,Purchases of Digital equipment,Open
1878,PO014,2022-09-15 00:00:00.000,147,,Purchases of Digital equipment,Open
1879,PO014-1,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1880,PO014-1,2022-09-15 00:00:00.000,98,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1881,PO014-2,2022-09-15 00:00:00.000,111,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1882,PO014-4,2022-09-15 00:00:00.000,111,,"3TB SATA HARD DISK x 4",Received
1883,PO014-5,2022-09-15 00:00:00.000,95,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1884,PO014-1,2022-09-15 00:00:00.000,98,,FAN UNIT x 20,Cancelled
1885,PO014-1,2022-09-15 00:00:00.000,111,,FAN UNIT x 20,Cancelled
1886,PO014-1,2022-09-15 00:00:00.000,137,,FAN UNIT x 20,Cancelled
1887,PO014-2,2022-09-15 00:00:00.000,147,,VIEWSONIC PJD5155 PROJECTOR,Received
1888,PO014-2,2022-09-15 00:00:00.000,121,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1889,PO014-3,2022-09-15 00:00:00.000,108,,GENIUS MEDIA POINTER 900BT x 3,Received
1890,PO014-3,2022-09-15 00:00:00.000,95,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1891,PO014-3,2022-09-15 00:00:00.000,111,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1892,PO014-3,2022-09-15 00:00:00.000,134,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1893,PO014-4,2022-09-15 00:00:00.000,108,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1894,PO014-4,2022-09-15 00:00:00.000,111,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1895,PO014-4,2022-09-15 00:00:00.000,150,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1896,PO014-4,2022-09-15 00:00:00.000,124,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1897,PO014-4,2022-09-15 00:00:00.000,137,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1898,PO014-4,2022-09-15 00:00:00.000,147,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1899,PO014-5,2022-09-15 00:00:00.000,98,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1900,PO014-5,2022-09-15 00:00:00.000,108,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1901,PO014-5,2022-09-15 00:00:00.000,134,,DELL N3543 CORE i5 x 3,Cancelled
1902,PO001,2022-01-03 00:00:00.000,118,,Vehicle Spare parts,Closed
1903,PO001,2022-01-03 00:00:00.000,131,,Vehicle Spare parts,Closed
1904,PO001,2022-01-03 00:00:00.000,133,,Vehicle Spare parts,Closed
1905,PO001-1,2022-01-03 00:00:00.000,94,,Back lights,Received
1906,PO001-1,2022-01-03 00:00:00.000,144,,Back lights,Received
1907,PO001-1,2022-01-03 00:00:00.000,146,,Back lights,Received
1908,PO001-2,2022-01-03 00:00:00.000,105,,Spark plug,Received
1909,PO001-2,2022-01-03 00:00:00.000,133,,Spark plug,Received
1910,PO002,2022-01-10 00:00:00.000,129,750000,Purchase of Car,Open
1911,PO003-1,2022-01-24 00:00:00.000,147,,"Screens 22""",Received
1912,PO003-2,2022-01-24 00:00:00.000,134,,"Screens 35""",Received
1913,PO003-2,2022-01-24 00:00:00.000,147,,"Screens 35""",Received
1914,PO003-3,2022-01-24 00:00:00.000,108,,"Screens 15""",Received
1915,PO001-3,2022-01-03 00:00:00.000,107,,Fuel filter,Received
1916,PO001-3,2022-01-03 00:00:00.000,120,,Fuel filter,Received
1917,PO004,2022-02-07 00:00:00.000,114,6800,Purchase of Stationeries,Closed
1918,PO004-2,2022-02-07 00:00:00.000,153,,Pencil HB boxes,Received
1919,PO005,2022-04-07 00:00:00.000,93,21000,International Magazines,Closed
1920,PO005-2,2022-04-07 00:00:00.000,132,,Science world,Received
1921,PO003-4,2022-01-24 00:00:00.000,95,,"Screens 35""",Received
1922,PO004-3,2022-02-07 00:00:00.000,114,3000,Paper reams,Received
1923,PO005-3,2022-04-07 00:00:00.000,93,,Science world,Received
1924,PO005-3,2022-04-07 00:00:00.000,106,,Science world,Received
1925,PO001-5,2022-01-03 00:00:00.000,120,,Brake disc,Received
1926,PO001-5,2022-01-03 00:00:00.000,133,,Brake disc,Received
1927,PO001-5,2022-01-03 00:00:00.000,146,,Brake disc,Received
1928,PO001-6,2022-01-03 00:00:00.000,92,,Axle,Received
1929,PO001-6,2022-01-03 00:00:00.000,120,,Axle,Received
1930,PO006,2022-02-16 00:00:00.000,135,250000,Stationery orders,Open
1931,PO007,2022-06-03 00:00:00.000,126,26700,Taxi services fees,Closed
1932,PO007,2022-06-03 00:00:00.000,130,26700,Taxi services fees,Closed
1933,PO009,2022-06-18 00:00:00.000,99,36800,Security vests,Open
1934,PO009,2022-06-18 00:00:00.000,138,36800,Security vests,Open
1935,PO009-1,2022-06-18 00:00:00.000,151,,Security vests for firewardens,Received
1936,PO010-1,2022-07-03 00:00:00.000,141,,Air Conditioner Fan Capacitor x 1000,Received
1937,PO010-2,2022-07-03 00:00:00.000,141,,Aluminium LED PCB Assemblies x 100,Received
1938,PO010-2,2022-07-03 00:00:00.000,102,,Starter capacitor x 2000,Received
1939,PO010-3,2022-07-03 00:00:00.000,102,,Block connector universal x 200,Received
1940,PO010-3,2022-07-03 00:00:00.000,115,,Block connector universal x 200,Received
1941,PO010-3,2022-07-03 00:00:00.000,128,,Block connector universal x 200,Received
1942,PO011,2022-07-06 00:00:00.000,114,43200,Purchase of Stationeries,Closed
1943,PO011,2022-07-06 00:00:00.000,127,43200,Purchase of Stationeries,Closed
1944,PO008-2,2022-06-05 00:00:00.000,110,,"10 Motherboard Asus PRIME Z270-A",Received
1945,PO006-1,2022-02-16 00:00:00.000,135,,Packet 3,Received
1946,PO006-1,2022-02-16 00:00:00.000,148,,Packet 3,Received
1947,PO012,2022-08-16 00:00:00.000,118,265000,Vehicle Spare parts,Open
1948,PO012-1,2022-08-16 00:00:00.000,94,,Aluminium evaporator x 15,Received
1949,PO012-1,2022-08-16 00:00:00.000,146,,Aluminium evaporator x 15,Received
1950,PO006-1,2022-02-16 00:00:00.000,122,,Packet 4,Received
1951,PO012-1,2022-08-16 00:00:00.000,120,,Wheels and balancing,Received
1952,PO012-2,2022-08-16 00:00:00.000,92,,Servicing of cars,Received
1953,PO012-2,2022-08-16 00:00:00.000,133,,Dashboard for cards,Received
1954,PO012-2,2022-08-16 00:00:00.000,92,,Rear door + repair,Received
1955,PO012-2,2022-08-16 00:00:00.000,105,,Rear door + repair,Received
1956,PO012-3,2022-08-16 00:00:00.000,118,,High pressure fuel injector nozzle OEM x 10,Received
1957,PO012-4,2022-08-16 00:00:00.000,105,,Air suspension compressor x 3,Received
1958,PO012-4,2022-08-16 00:00:00.000,120,,Air suspension compressor x 3,Received
1959,PO012-4,2022-08-16 00:00:00.000,146,,Air suspension compressor x 3,Received
1960,PO012-5,2022-08-16 00:00:00.000,118,,Aluminium alloy set x 5,Received
1961,PO012-5,2022-08-16 00:00:00.000,131,,Aluminium alloy set x 5,Received
1962,PO012-5,2022-08-16 00:00:00.000,118,,Master brake x 12,Received
1963,PO006-1,2022-02-16 00:00:00.000,109,,Packet 5,Received
1964,PO006-1,2022-02-16 00:00:00.000,135,,Packet 5,Received
1965,PO013-1,2022-08-20 00:00:00.000,142,,Audi Q5,Received
1966,PO013-2,2022-08-20 00:00:00.000,103,,Audi Q7,Received
1967,PO013-2,2022-08-20 00:00:00.000,155,,Audi Q7,Received
1968,PO013-3,2022-08-20 00:00:00.000,116,,Chevrolet Equinox,Received
1969,PO006-1,2022-02-16 00:00:00.000,122,,Packet 6,Received
1970,PO006-1,2022-02-16 00:00:00.000,135,,Packet 6,Received
1971,PO007-1,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
1972,PO007-1,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
1973,PO007-1,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1974,PO007-2,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
1975,PO007-2,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1976,PO007-2,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
1977,PO007-3,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Cancelled
1978,PO007-4,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
1979,PO007-4,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1980,PO007-4,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
1981,PO007-5,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1982,PO006-1,2022-02-16 00:00:00.000,148,,Packet 2,Received
1983,PO014-1,2022-09-15 00:00:00.000,134,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1984,PO014-2,2022-09-15 00:00:00.000,108,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1985,PO014-4,2022-09-15 00:00:00.000,95,,"3TB SATA HARD DISK x 4",Received
1986,PO014-5,2022-09-15 00:00:00.000,147,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1987,PO014-1,2022-09-15 00:00:00.000,95,,FAN UNIT x 20,Cancelled
1988,PO014-1,2022-09-15 00:00:00.000,150,,FAN UNIT x 20,Cancelled
1989,PO014-2,2022-09-15 00:00:00.000,111,,VIEWSONIC PJD5155 PROJECTOR,Received
1990,PO014-3,2022-09-15 00:00:00.000,111,,GENIUS MEDIA POINTER 900BT x 3,Received
1991,PO014-3,2022-09-15 00:00:00.000,147,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1992,PO014-3,2022-09-15 00:00:00.000,150,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1993,PO014-4,2022-09-15 00:00:00.000,98,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1994,PO014-4,2022-09-15 00:00:00.000,150,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1995,PO014-4,2022-09-15 00:00:00.000,98,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1996,PO014-4,2022-09-15 00:00:00.000,108,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1997,PO014-4,2022-09-15 00:00:00.000,124,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1998,PO014-5,2022-09-15 00:00:00.000,98,,EPSON LQ310 DOT MATRIX PRINTER,Received
1999,PO014-5,2022-09-15 00:00:00.000,134,,EPSON LQ310 DOT MATRIX PRINTER,Received
2000,PO014-5,2022-09-15 00:00:00.000,150,,LENOVO B50-30 x 5,Received
2001,PO001,2022-01-03 00:00:00.000,120,,Vehicle Spare parts,Closed
2002,PO001,2022-01-03 00:00:00.000,144,,Vehicle Spare parts,Closed
2003,PO001,2022-01-03 00:00:00.000,146,,Vehicle Spare parts,Closed
2004,PO001-2,2022-01-03 00:00:00.000,92,,Spark plug,Received
2005,PO001-2,2022-01-03 00:00:00.000,107,,Spark plug,Received
2006,PO002,2022-01-10 00:00:00.000,116,750000,Purchase of Car,Open
2007,PO003,2022-01-24 00:00:00.000,108,57300,Computer screens,Closed
2008,PO003-3,2022-01-24 00:00:00.000,98,,"Screens 15""",Received
2009,PO003-3,2022-01-24 00:00:00.000,111,,"Screens 15""",Received
2010,PO003-3,2022-01-24 00:00:00.000,134,,"Screens 15""",Received
2011,PO001-3,2022-01-03 00:00:00.000,105,,Fuel filter,Received
2012,PO001-4,2022-01-03 00:00:00.000,144,,Air filter,Received
2013,PO005,2022-04-07 00:00:00.000,119,21000,International Magazines,Closed
2014,PO005-2,2022-04-07 00:00:00.000,106,,Science world,Received
2015,PO003-4,2022-01-24 00:00:00.000,137,,"Screens 35""",Received
2016,PO003-4,2022-01-24 00:00:00.000,150,,"Screens 35""",Received
2017,PO004-4,2022-02-07 00:00:00.000,127,600,Clips boxes,Cancelled
2018,PO004-4,2022-02-07 00:00:00.000,140,600,Clips boxes,Cancelled
2019,PO004-4,2022-02-07 00:00:00.000,153,600,Clips boxes,Cancelled
2020,PO005-4,2022-04-07 00:00:00.000,132,,Discovery mag,Received
2021,PO001-5,2022-01-03 00:00:00.000,131,,Brake disc,Received
2022,PO001-6,2022-01-03 00:00:00.000,118,,Axle,Received
2023,PO001-6,2022-01-03 00:00:00.000,131,,Axle,Received
2024,PO001-6,2022-01-03 00:00:00.000,144,,Axle,Received
2025,PO001-6,2022-01-03 00:00:00.000,146,,Axle,Received
2026,PO006-1,2022-02-16 00:00:00.000,109,,Packet 1,Received
2027,PO007,2022-06-03 00:00:00.000,117,26700,Taxi services fees,Closed
2028,PO007,2022-06-03 00:00:00.000,143,26700,Taxi services fees,Closed
2029,PO010-1,2022-07-03 00:00:00.000,102,,Electronic Component Lead 2000 Kgs,Received
2030,PO010-1,2022-07-03 00:00:00.000,115,,Electronic Component Lead 2000 Kgs,Received
2031,PO010-1,2022-07-03 00:00:00.000,154,,Electronic Component Lead 2000 Kgs,Received
2032,PO010-2,2022-07-03 00:00:00.000,115,,Aluminium LED PCB Assemblies x 100,Received
2033,PO008-2,2022-06-05 00:00:00.000,97,,"10 Motherboard Asus PRIME Z270-A",Received
2034,PO008-2,2022-06-05 00:00:00.000,149,,"10 Motherboard Asus PRIME Z270-A",Received
2035,PO006-1,2022-02-16 00:00:00.000,109,,Packet 3,Received
2036,PO012,2022-08-16 00:00:00.000,107,265000,Vehicle Spare parts,Open
2037,PO012-1,2022-08-16 00:00:00.000,144,,Aluminium evaporator x 15,Received
2038,PO006-1,2022-02-16 00:00:00.000,96,,Packet 4,Received
2039,PO006-1,2022-02-16 00:00:00.000,135,,Packet 4,Received
2040,PO008-2,2022-06-05 00:00:00.000,136,,Seagate Barracuda 2TB SATA Hard Drive,Received
2041,PO012-1,2022-08-16 00:00:00.000,105,,Wheels and balancing,Received
2042,PO012-1,2022-08-16 00:00:00.000,133,,Wheels and balancing,Received
2043,PO012-2,2022-08-16 00:00:00.000,107,,Servicing of cars,Received
2044,PO012-2,2022-08-16 00:00:00.000,133,,Servicing of cars,Received
2045,PO012-2,2022-08-16 00:00:00.000,105,,Dashboard for cards,Received
2046,PO012-2,2022-08-16 00:00:00.000,120,,Dashboard for cards,Received
2047,PO012-2,2022-08-16 00:00:00.000,131,,Rear door + repair,Received
2048,PO012-3,2022-08-16 00:00:00.000,94,,High pressure fuel injector nozzle OEM x 10,Received
2049,PO012-3,2022-08-16 00:00:00.000,105,,High pressure fuel injector nozzle OEM x 10,Received
2050,PO012-5,2022-08-16 00:00:00.000,92,,Aluminium alloy set x 5,Received
2051,PO012-5,2022-08-16 00:00:00.000,107,,Aluminium alloy set x 5,Received
2052,PO012-5,2022-08-16 00:00:00.000,146,,Aluminium alloy set x 5,Received
2053,PO012-5,2022-08-16 00:00:00.000,120,,Master brake x 12,Received
2054,PO013,2022-08-20 00:00:00.000,103,,Purchase of Cars,Closed
2055,PO013-1,2022-08-20 00:00:00.000,129,,Audi Q5,Received
2056,PO013-4,2022-08-20 00:00:00.000,103,,Hyundai Tucson,Received
2057,PO007-1,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
2058,PO007-2,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
2059,PO007-3,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Cancelled
2060,PO007-3,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Cancelled
2061,PO007-3,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Cancelled
2062,PO007-4,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
