"ID","REFERENCE","INVOICE_DATE","ORDER_ID","AMOUNT","DESCRIPTION","STATUS","HOLD_REASON"
8112,INV_PO014.3,2022-10-27 00:00:00.000,1263,12125,Invoice payment SN#003,Paid,
8113,INV_PO014.3,2022-10-27 00:00:00.000,1883,12125,Invoice payment SN#003,Paid,
8114,INV_PO014.3,2022-10-27 00:00:00.000,2165,12125,Invoice payment SN#003,Paid,
8115,INV_PO014.1,2022-10-03 00:00:00.000,149,72500,Invoice payment SN#001,Pending,
8116,INV_PO014.1,2022-10-03 00:00:00.000,298,72500,Invoice payment SN#001,Pending,
8117,INV_PO014.1,2022-10-03 00:00:00.000,299,72500,Invoice payment SN#001,Pending,
8118,INV_PO014.1,2022-10-03 00:00:00.000,363,72500,Invoice payment SN#001,Pending,
8119,INV_PO014.1,2022-10-03 00:00:00.000,421,72500,Invoice payment SN#001,Pending,
8120,INV_PO014.1,2022-10-03 00:00:00.000,1560,72500,Invoice payment SN#001,Pending,
8121,INV_PO014.1,2022-10-03 00:00:00.000,886,72500,Invoice payment SN#001,Pending,
8122,INV_PO014.1,2022-10-03 00:00:00.000,937,72500,Invoice payment SN#001,Pending,
8123,INV_PO014.1,2022-10-03 00:00:00.000,1055,72500,Invoice payment SN#001,Pending,
8124,INV_PO014.1,2022-10-03 00:00:00.000,1118,72500,Invoice payment SN#001,Pending,
8125,INV_PO014.1,2022-10-03 00:00:00.000,1346,72500,Invoice payment SN#001,Pending,
8126,INV_PO014.1,2022-10-03 00:00:00.000,1412,72500,Invoice payment SN#001,Pending,
8127,INV_PO014.1,2022-10-03 00:00:00.000,1478,72500,Invoice payment SN#001,Pending,
8128,INV_PO014.1,2022-10-03 00:00:00.000,1479,72500,Invoice payment SN#001,Pending,
8129,INV_PO014.1,2022-10-03 00:00:00.000,1482,72500,Invoice payment SN#001,Pending,
8130,INV_PO014.1,2022-10-03 00:00:00.000,1483,72500,Invoice payment SN#001,Pending,
8131,INV_PO014.1,2022-10-03 00:00:00.000,1793,72500,Invoice payment SN#001,Pending,
8132,INV_PO014.1,2022-10-03 00:00:00.000,1815,72500,Invoice payment SN#001,Pending,
8133,INV_PO014.1,2022-10-03 00:00:00.000,1818,72500,Invoice payment SN#001,Pending,
8134,INV_PO014.1,2022-10-03 00:00:00.000,2148,72500,Invoice payment SN#001,Pending,
8135,INV_PO014.1,2022-10-03 00:00:00.000,2164,72500,Invoice payment SN#001,Pending,
8136,INV_PO014.1,2022-10-03 00:00:00.000,1726,72500,Invoice payment SN#001,Pending,
8137,INV_PO014.1,2022-10-03 00:00:00.000,1728,72500,Invoice payment SN#001,Pending,
8138,,,580,,,,
8139,,,678,,,,
8140,,,209,,,,
8141,,,266,,,,
8142,,,412,,,,
8143,,,1132,,,,
8144,,,1413,,,,
8145,,,1480,,,,
8146,,,1483,,,,
8147,,,1793,,,,
8148,,,2068,,,,
8149,,,2086,,,,
8150,,,2148,,,,
8151,,,2163,,,,
8152,,,1724,,,,
8153,,,583,,,,
8154,,,199,,,,
8155,INV_PO001,2022-02-28 00:00:00.000,213,,Part payment for vehicle spare parts,Paid,
8156,INV_PO001,2022-02-28 00:00:00.000,1820,,Part payment for vehicle spare parts,Paid,
8157,INV_PO001,2022-02-28 00:00:00.000,2090,,Part payment for vehicle spare parts,Paid,
8158,INV_PO001,2022-02-28 00:00:00.000,1204,600,Part payment for vehicle spare parts,Paid,
8159,INV_PO001,2022-02-28 00:00:00.000,1484,600,Part payment for vehicle spare parts,Paid,
8160,INV_PO001,2022-02-28 00:00:00.000,2005,600,Part payment for vehicle spare parts,Paid,
8161,,,781,,,,
8162,,,1910,,,,
8163,INV_PO002.1,2022-03-01 00:00:00.000,690,100000,Part payment for purchase of car,Paid,
8164,INV_PO002.1,2022-03-01 00:00:00.000,2094,100000,Part payment for purchase of car,Paid,
8165,,,944,,,,
8166,,,1351,,,,
8167,,,1423,,,,
8168,INV_PO003.1,2022-03-22 00:00:00.000,330,,Purchase of screens.,Paid,
8169,INV_PO003.1,2022-03-22 00:00:00.000,732,,Purchase of screens.,Paid,
8170,INV_PO003.1,2022-03-22 00:00:00.000,946,,Purchase of screens.,Paid,
8171,INV_PO003.1,2022-03-22 00:00:00.000,1140,,Purchase of screens.,Paid,
8172,INV_PO003.1,2022-03-22 00:00:00.000,1489,,Purchase of screens.,Paid,
8173,INV_PO003.1,2022-03-22 00:00:00.000,2173,,Purchase of screens.,Paid,
8174,INV_PO003.1,2022-03-22 00:00:00.000,167,20300,Purchase of screens.,Paid,
8175,INV_PO003.1,2022-03-22 00:00:00.000,331,20300,Purchase of screens.,Paid,
8176,INV_PO003.1,2022-03-22 00:00:00.000,894,20300,Purchase of screens.,Paid,
8177,INV_PO003.1,2022-03-22 00:00:00.000,1273,20300,Purchase of screens.,Paid,
8178,INV_PO003.1,2022-03-22 00:00:00.000,2099,20300,Purchase of screens.,Paid,
8179,INV_PO003.1,2022-03-22 00:00:00.000,1648,20300,Purchase of screens.,Paid,
8180,INV_PO003.1,2022-03-22 00:00:00.000,845,5000,Purchase of screens.,Paid,
8181,INV_PO003.1,2022-03-22 00:00:00.000,896,5000,Purchase of screens.,Paid,
8182,INV_PO003.1,2022-03-22 00:00:00.000,1274,5000,Purchase of screens.,Paid,
8183,INV_PO003.1,2022-03-22 00:00:00.000,1354,5000,Purchase of screens.,Paid,
8184,INV_PO003.1,2022-03-22 00:00:00.000,1914,5000,Purchase of screens.,Paid,
8185,INV_PO003.1,2022-03-22 00:00:00.000,2100,5000,Purchase of screens.,Paid,
8186,INV_PO003.1,2022-03-22 00:00:00.000,1650,5000,Purchase of screens.,Paid,
8187,INV_PO001,2022-02-28 00:00:00.000,1069,,Part payment for vehicle spare parts,Paid,
8188,INV_PO001,2022-02-28 00:00:00.000,2105,,Part payment for vehicle spare parts,Paid,
8189,INV_PO001,2022-02-28 00:00:00.000,2177,,Part payment for vehicle spare parts,Paid,
8190,,,1070,,,,
8191,,,1917,,,,
8192,INV_PO004,2022-02-15 00:00:00.000,1738,,Payment for pen,Paid,
8193,INV_PO004,2022-02-15 00:00:00.000,950,,Payment for pencil,Paid,
8194,INV_PO004,2022-02-15 00:00:00.000,1493,,Payment for pencil,Paid,
8195,INV_PO001,2022-02-28 00:00:00.000,395,800,Part payment for vehicle spare parts,Paid,
8196,INV_PO001,2022-02-28 00:00:00.000,735,800,Part payment for vehicle spare parts,Paid,
8197,INV_PO001,2022-02-28 00:00:00.000,1016,800,Part payment for vehicle spare parts,Paid,
8198,INV_PO002.2,2022-05-02 00:00:00.000,1731,,Part payment for purchase of car,Paid,
8199,,,1740,,,,
8200,INV_PO005.1,2022-05-18 00:00:00.000,643,,,Pending,Damaged magazine
8201,INV_PO005.1,2022-05-18 00:00:00.000,695,5000,,Paid,
8202,INV_PO005.1,2022-05-18 00:00:00.000,1662,5000,,Paid,
8203,INV_PO003.2,2022-05-15 00:00:00.000,508,,Final payment for purchase of screens.,Paid,
8204,INV_PO003.2,2022-05-15 00:00:00.000,336,,Final payment for purchase of screens.,Paid,
8205,INV_PO003.2,2022-05-15 00:00:00.000,954,,Final payment for purchase of screens.,Paid,
8206,INV_PO003.2,2022-05-15 00:00:00.000,1433,,Final payment for purchase of screens.,Paid,
8207,INV_PO003.2,2022-05-15 00:00:00.000,2016,,Final payment for purchase of screens.,Paid,
8208,INV_PO003.2,2022-05-15 00:00:00.000,1663,,Final payment for purchase of screens.,Paid,
8209,INV_PO002.3,2022-08-05 00:00:00.000,1421,249000,Final payment for purchase of car,Pending,
8210,,,596,,,,
8211,INV_PO005.2,2022-06-22 00:00:00.000,698,8000,,Paid,
8212,INV_PO001.1,2022-04-04 00:00:00.000,649,3000,Final payment for vehicle spare parts,Paid,
8213,INV_PO001.1,2022-04-04 00:00:00.000,1501,3000,Final payment for vehicle spare parts,Paid,
8214,INV_PO001.1,2022-04-04 00:00:00.000,1668,3000,Final payment for vehicle spare parts,Paid,
8215,INV_PO001.1,2022-04-04 00:00:00.000,650,1100,Final payment for vehicle spare parts,Paid,
8216,INV_PO001.1,2022-04-04 00:00:00.000,739,1100,Final payment for vehicle spare parts,Paid,
8217,INV_PO001.1,2022-04-04 00:00:00.000,1928,1100,Final payment for vehicle spare parts,Paid,
8218,INV_PO001.1,2022-04-04 00:00:00.000,1929,1100,Final payment for vehicle spare parts,Paid,
8219,INV_PO001.1,2022-04-04 00:00:00.000,2022,1100,Final payment for vehicle spare parts,Paid,
8220,INV_PO001.1,2022-04-04 00:00:00.000,2187,1100,Final payment for vehicle spare parts,Paid,
8221,INV_PO006.1,2022-03-22 00:00:00.000,669,24300,First delivery,Paid,
8222,INV_PO006.1,2022-03-22 00:00:00.000,320,24300,First delivery,Paid,
8223,INV_PO006.1,2022-03-22 00:00:00.000,1622,24300,First delivery,Paid,
8224,INV_PO006.1,2022-03-22 00:00:00.000,711,24300,First delivery,Paid,
8225,INV_PO006.1,2022-03-22 00:00:00.000,806,24300,First delivery,Paid,
8226,INV_PO006.1,2022-03-22 00:00:00.000,819,24300,First delivery,Paid,
8227,INV_PO006.1,2022-03-22 00:00:00.000,858,24300,First delivery,Paid,
8228,INV_PO006.1,2022-03-22 00:00:00.000,860,24300,First delivery,Paid,
8229,INV_PO006.1,2022-03-22 00:00:00.000,962,24300,First delivery,Paid,
8230,INV_PO006.1,2022-03-22 00:00:00.000,1322,24300,First delivery,Paid,
8231,INV_PO006.1,2022-03-22 00:00:00.000,1461,24300,First delivery,Paid,
8232,INV_PO006.1,2022-03-22 00:00:00.000,1785,24300,First delivery,Paid,
8233,INV_PO006.1,2022-03-22 00:00:00.000,1963,24300,First delivery,Paid,
8234,INV_PO006.1,2022-03-22 00:00:00.000,2038,24300,First delivery,Paid,
8235,INV_PO006.1,2022-03-22 00:00:00.000,1670,24300,First delivery,Paid,
8236,INV_PO006.1,2022-03-22 00:00:00.000,1691,24300,First delivery,Paid,
8237,,,903,,,,
8238,,,958,,,,
8239,,,1289,,,,
8240,,,1290,,,,
8241,,,1366,,,,
8242,,,1367,,,,
8243,,,2027,,,,
8244,,,2028,,,,
8245,,,1154,,,,
8246,,,2113,,,,
8247,INV_PO008.1,2022-08-02 00:00:00.000,553,25000,Computer oders invoice - 1,Paid,
8248,INV_PO008.1,2022-08-02 00:00:00.000,404,25000,Computer oders invoice - 1,Paid,
8249,INV_PO008.1,2022-08-02 00:00:00.000,857,25000,Computer oders invoice - 1,Paid,
8250,,,796,,,,
8251,INV_PO009.1,2022-08-24 00:00:00.000,343,,Security vests,Paid,
8252,,,275,,,,
8253,,,1021,,,,
8254,,,1755,,,,
8255,INV_PO010.1,2022-08-15 00:00:00.000,906,,Electronic spare parts - Inv 1,Paid,
8256,INV_PO010.1,2022-08-15 00:00:00.000,961,,Electronic spare parts - Inv 1,Paid,
8257,INV_PO010.1,2022-08-15 00:00:00.000,2029,,Electronic spare parts - Inv 1,Paid,
8258,INV_PO010.1,2022-08-15 00:00:00.000,2115,,Electronic spare parts - Inv 1,Paid,
8259,INV_PO010.1,2022-09-02 00:00:00.000,400,28000,Electronic spare parts - Inv 2,Paid,
8260,INV_PO010.1,2022-09-02 00:00:00.000,797,28000,Electronic spare parts - Inv 2,Paid,
8261,INV_PO010.1,2022-09-02 00:00:00.000,1756,28000,Electronic spare parts - Inv 2,Paid,
8262,INV_PO010.1,2022-09-02 00:00:00.000,1844,28000,Electronic spare parts - Inv 2,Paid,
8263,INV_PO010.1,2022-09-02 00:00:00.000,1938,28000,Electronic spare parts - Inv 2,Paid,
8264,INV_PO010.1,2022-09-02 00:00:00.000,1158,18200,Electronic spare parts - Inv 2,Paid,
8265,INV_PO010.1,2022-09-02 00:00:00.000,1221,18200,Electronic spare parts - Inv 2,Paid,
8266,INV_PO010.1,2022-09-02 00:00:00.000,1846,18200,Electronic spare parts - Inv 2,Paid,
8267,INV_PO010.1,2022-08-15 00:00:00.000,436,21000,Electronic spare parts - Inv 1,Paid,
8268,INV_PO010.1,2022-08-15 00:00:00.000,798,21000,Electronic spare parts - Inv 1,Paid,
8269,INV_PO010.1,2022-08-15 00:00:00.000,1297,21000,Electronic spare parts - Inv 1,Paid,
8270,INV_PO010.1,2022-08-15 00:00:00.000,2118,21000,Electronic spare parts - Inv 1,Paid,
8271,,,802,,,,
8272,,,1942,,,,
8273,INV_PO011.1,2022-09-18 00:00:00.000,1222,,Stationeries,Paid,
8274,INV_PO011.1,2022-09-18 00:00:00.000,1759,,Stationeries,Paid,
8275,INV_PO008.2,2022-08-28 00:00:00.000,173,,Computer oders invoice - 2,Paid,
8276,INV_PO008.2,2022-08-28 00:00:00.000,345,,Computer oders invoice - 2,Paid,
8277,INV_PO008.2,2022-08-28 00:00:00.000,401,,Computer oders invoice - 2,Paid,
8278,INV_PO008.2,2022-08-28 00:00:00.000,1510,,Computer oders invoice - 2,Paid,
8279,INV_PO008.2,2022-08-28 00:00:00.000,1089,,Computer oders invoice - 2,Paid,
8280,INV_PO008.2,2022-08-28 00:00:00.000,1223,,Computer oders invoice - 2,Paid,
8281,INV_PO008.2,2022-08-28 00:00:00.000,2119,,Computer oders invoice - 2,Paid,
8282,INV_PO008.2,2022-08-28 00:00:00.000,139,23000,Computer oders invoice - 2,Paid,
8283,INV_PO008.2,2022-08-28 00:00:00.000,745,23000,Computer oders invoice - 2,Paid,
8284,INV_PO008.2,2022-08-28 00:00:00.000,1849,23000,Computer oders invoice - 2,Paid,
8285,INV_PO008.2,2022-08-28 00:00:00.000,2033,23000,Computer oders invoice - 2,Paid,
8286,INV_PO006.3,2022-05-21 00:00:00.000,666,,Third delivery,Paid,
8287,INV_PO006.3,2022-05-21 00:00:00.000,138,,Third delivery,Paid,
8288,INV_PO006.3,2022-05-21 00:00:00.000,170,,Third delivery,Paid,
8289,INV_PO006.3,2022-05-21 00:00:00.000,313,,Third delivery,Paid,
8290,INV_PO006.3,2022-05-21 00:00:00.000,354,,Third delivery,Paid,
8291,INV_PO006.3,2022-05-21 00:00:00.000,444,,Third delivery,Paid,
8292,INV_PO006.3,2022-05-21 00:00:00.000,1527,,Third delivery,Paid,
8293,INV_PO006.3,2022-05-21 00:00:00.000,978,,Third delivery,Paid,
8294,INV_PO006.3,2022-05-21 00:00:00.000,1225,,Third delivery,Paid,
8295,INV_PO006.3,2022-05-21 00:00:00.000,1374,,Third delivery,Paid,
8296,INV_PO006.3,2022-05-21 00:00:00.000,2026,,Third delivery,Paid,
8297,INV_PO006.3,2022-05-21 00:00:00.000,1670,,Third delivery,Paid,
8298,INV_PO006.3,2022-05-21 00:00:00.000,1692,,Third delivery,Paid,
8299,INV_PO011.1,2022-09-18 00:00:00.000,1512,40000,Stationeries,Paid,
8300,INV_PO011.1,2022-09-18 00:00:00.000,1678,40000,Stationeries,Paid,
8301,,,311,,,,
8302,,,748,,,,
8303,,,1443,,,,
8304,,,2036,,,,
8305,,,2121,,,,
8306,,,2122,,,,
8307,INV_PO012.1,2022-08-07 00:00:00.000,1306,,Vehicle spare parts - Part Pay 1,Paid,
8308,INV_PO012.1,2022-08-07 00:00:00.000,1856,,Vehicle spare parts - Part Pay 1,Paid,
8309,INV_PO012.1,2022-08-07 00:00:00.000,1949,,Vehicle spare parts - Part Pay 1,Paid,
8310,INV_PO006.4,2022-06-17 00:00:00.000,558,50200,Fourth delivery,Paid,
8311,INV_PO006.4,2022-06-17 00:00:00.000,666,50200,Fourth delivery,Paid,
8312,INV_PO006.4,2022-06-17 00:00:00.000,160,50200,Fourth delivery,Paid,
8313,INV_PO006.4,2022-06-17 00:00:00.000,276,50200,Fourth delivery,Paid,
8314,INV_PO006.4,2022-06-17 00:00:00.000,341,50200,Fourth delivery,Paid,
8315,INV_PO006.4,2022-06-17 00:00:00.000,354,50200,Fourth delivery,Paid,
8316,INV_PO006.4,2022-06-17 00:00:00.000,474,50200,Fourth delivery,Paid,
8317,INV_PO006.4,2022-06-17 00:00:00.000,480,50200,Fourth delivery,Paid,
8318,INV_PO006.4,2022-06-17 00:00:00.000,962,50200,Fourth delivery,Paid,
8319,INV_PO006.4,2022-06-17 00:00:00.000,1104,50200,Fourth delivery,Paid,
8320,INV_PO006.4,2022-06-17 00:00:00.000,1107,50200,Fourth delivery,Paid,
8321,INV_PO006.4,2022-06-17 00:00:00.000,1177,50200,Fourth delivery,Paid,
8322,INV_PO006.4,2022-06-17 00:00:00.000,1435,50200,Fourth delivery,Paid,
8323,INV_PO006.4,2022-06-17 00:00:00.000,1963,50200,Fourth delivery,Paid,
8324,INV_PO006.4,2022-06-17 00:00:00.000,1964,50200,Fourth delivery,Paid,
8325,INV_PO006.4,2022-06-17 00:00:00.000,2026,50200,Fourth delivery,Paid,
8326,INV_PO006.4,2022-06-17 00:00:00.000,2038,50200,Fourth delivery,Paid,
8327,INV_PO006.4,2022-06-17 00:00:00.000,2141,50200,Fourth delivery,Paid,
8328,INV_PO008.2,2022-08-28 00:00:00.000,553,,Vehicle spare parts - Part Pay 2,Paid,
8329,INV_PO008.2,2022-08-28 00:00:00.000,745,,Vehicle spare parts - Part Pay 2,Paid,
8330,INV_PO008.2,2022-08-28 00:00:00.000,750,,Vehicle spare parts - Part Pay 2,Paid,
8331,INV_PO008.2,2022-08-28 00:00:00.000,1301,,Vehicle spare parts - Part Pay 2,Paid,
8332,INV_PO008.2,2022-08-28 00:00:00.000,1376,,Vehicle spare parts - Part Pay 2,Paid,
8333,INV_PO008.2,2022-08-28 00:00:00.000,1944,,Vehicle spare parts - Part Pay 2,Paid,
8334,INV_PO012.2,2022-09-04 00:00:00.000,604,40000,Vehicle spare parts - Part Pay 2,Paid,
8335,INV_PO012.2,2022-09-04 00:00:00.000,255,40000,Vehicle spare parts - Part Pay 2,Paid,
8336,INV_PO012.2,2022-09-04 00:00:00.000,279,40000,Vehicle spare parts - Part Pay 2,Paid,
8337,INV_PO012.2,2022-09-04 00:00:00.000,749,40000,Vehicle spare parts - Part Pay 2,Paid,
8338,INV_PO012.1,2022-08-07 00:00:00.000,609,37800,Vehicle spare parts - Part Pay 1,Paid,
8339,INV_PO012.1,2022-08-07 00:00:00.000,223,37800,Vehicle spare parts - Part Pay 1,Paid,
8340,INV_PO012.1,2022-08-07 00:00:00.000,376,37800,Vehicle spare parts - Part Pay 1,Paid,
8341,INV_PO012.1,2022-08-07 00:00:00.000,862,37800,Vehicle spare parts - Part Pay 1,Paid,
8342,INV_PO012.1,2022-08-07 00:00:00.000,1164,37800,Vehicle spare parts - Part Pay 1,Paid,
8343,INV_PO012.1,2022-08-07 00:00:00.000,1165,37800,Vehicle spare parts - Part Pay 1,Paid,
8344,INV_PO012.1,2022-08-07 00:00:00.000,1308,37800,Vehicle spare parts - Part Pay 1,Paid,
8345,INV_PO012.1,2022-08-07 00:00:00.000,1380,37800,Vehicle spare parts - Part Pay 1,Paid,
8346,INV_PO012.1,2022-08-07 00:00:00.000,1447,37800,Vehicle spare parts - Part Pay 1,Paid,
8347,INV_PO012.1,2022-08-07 00:00:00.000,1860,37800,Vehicle spare parts - Part Pay 1,Paid,
8348,INV_PO012.1,2022-08-07 00:00:00.000,1684,37800,Vehicle spare parts - Part Pay 1,Paid,
8349,INV_PO012.2,2022-09-04 00:00:00.000,607,,Vehicle spare parts - Part Pay 2,Paid,
8350,INV_PO012.2,2022-09-04 00:00:00.000,661,,Vehicle spare parts - Part Pay 2,Paid,
8351,INV_PO012.2,2022-09-04 00:00:00.000,193,,Vehicle spare parts - Part Pay 2,Paid,
8352,INV_PO012.2,2022-09-04 00:00:00.000,223,,Vehicle spare parts - Part Pay 2,Paid,
8353,INV_PO012.2,2022-09-04 00:00:00.000,441,,Vehicle spare parts - Part Pay 2,Paid,
8354,INV_PO012.2,2022-09-04 00:00:00.000,1604,,Vehicle spare parts - Part Pay 2,Paid,
8355,INV_PO012.2,2022-09-04 00:00:00.000,1165,,Vehicle spare parts - Part Pay 2,Paid,
8356,INV_PO012.2,2022-09-04 00:00:00.000,1310,,Vehicle spare parts - Part Pay 2,Paid,
8357,INV_PO012.2,2022-09-04 00:00:00.000,1860,,Vehicle spare parts - Part Pay 2,Paid,
8358,INV_PO012.2,2022-09-04 00:00:00.000,1952,,Vehicle spare parts - Part Pay 2,Paid,
8359,INV_PO012.3,2022-09-29 00:00:00.000,555,28000,Vehicle spare parts - Part Pay 3,Paid,
8360,INV_PO012.3,2022-09-29 00:00:00.000,556,28000,Vehicle spare parts - Part Pay 3,Paid,
8361,INV_PO012.3,2022-09-29 00:00:00.000,660,28000,Vehicle spare parts - Part Pay 3,Paid,
8362,INV_PO012.3,2022-09-29 00:00:00.000,140,28000,Vehicle spare parts - Part Pay 3,Paid,
8363,INV_PO012.3,2022-09-29 00:00:00.000,406,28000,Vehicle spare parts - Part Pay 3,Paid,
8364,INV_PO012.3,2022-09-29 00:00:00.000,1604,28000,Vehicle spare parts - Part Pay 3,Paid,
8365,INV_PO012.3,2022-09-29 00:00:00.000,863,28000,Vehicle spare parts - Part Pay 3,Paid,
8366,INV_PO012.3,2022-09-29 00:00:00.000,1036,28000,Vehicle spare parts - Part Pay 3,Paid,
8367,INV_PO012.3,2022-09-29 00:00:00.000,1097,28000,Vehicle spare parts - Part Pay 3,Paid,
8368,INV_PO012.3,2022-09-29 00:00:00.000,1164,28000,Vehicle spare parts - Part Pay 3,Paid,
8369,INV_PO012.3,2022-09-29 00:00:00.000,1165,28000,Vehicle spare parts - Part Pay 3,Paid,
8370,INV_PO012.3,2022-09-29 00:00:00.000,1955,28000,Vehicle spare parts - Part Pay 3,Paid,
8371,INV_PO012.3,2022-09-29 00:00:00.000,2045,28000,Vehicle spare parts - Part Pay 3,Paid,
8372,INV_PO012.3,2022-09-29 00:00:00.000,2047,28000,Vehicle spare parts - Part Pay 3,Paid,
8373,INV_PO012.3,2022-09-29 00:00:00.000,2126,28000,Vehicle spare parts - Part Pay 3,Paid,
8374,INV_PO012.3,2022-09-29 00:00:00.000,1685,28000,Vehicle spare parts - Part Pay 3,Paid,
8375,INV_PO012.1,2022-08-07 00:00:00.000,866,7250,Vehicle spare parts - Part Pay 1,Paid,
8376,INV_PO012.1,2022-08-07 00:00:00.000,913,7250,Vehicle spare parts - Part Pay 1,Paid,
8377,INV_PO012.1,2022-08-07 00:00:00.000,914,7250,Vehicle spare parts - Part Pay 1,Paid,
8378,INV_PO012.1,2022-08-07 00:00:00.000,1384,7250,Vehicle spare parts - Part Pay 1,Paid,
8379,INV_PO012.1,2022-08-07 00:00:00.000,1448,7250,Vehicle spare parts - Part Pay 1,Paid,
8380,INV_PO012.2,2022-09-04 00:00:00.000,156,,Vehicle spare parts - Part Pay 2,Paid,
8381,INV_PO012.2,2022-09-04 00:00:00.000,813,,Vehicle spare parts - Part Pay 2,Paid,
8382,INV_PO012.2,2022-09-04 00:00:00.000,1038,,Vehicle spare parts - Part Pay 2,Paid,
8383,INV_PO012.2,2022-09-04 00:00:00.000,1100,,Vehicle spare parts - Part Pay 2,Paid,
8384,INV_PO012.3,2022-09-29 00:00:00.000,664,43750,Vehicle spare parts - Part Pay 3,Paid,
8385,INV_PO012.3,2022-09-29 00:00:00.000,1521,43750,Vehicle spare parts - Part Pay 3,Paid,
8386,INV_PO012.3,2022-09-29 00:00:00.000,916,43750,Vehicle spare parts - Part Pay 3,Paid,
8387,INV_PO012.3,2022-09-29 00:00:00.000,1386,43750,Vehicle spare parts - Part Pay 3,Paid,
8388,INV_PO012.3,2022-09-29 00:00:00.000,1450,43750,Vehicle spare parts - Part Pay 3,Paid,
8389,INV_PO012.3,2022-09-29 00:00:00.000,1451,43750,Vehicle spare parts - Part Pay 3,Paid,
8390,INV_PO012.3,2022-09-29 00:00:00.000,1689,43750,Vehicle spare parts - Part Pay 3,Paid,
8391,INV_PO012.3,2022-09-29 00:00:00.000,489,12600,Vehicle spare parts - Part Pay 3,Paid,
8392,INV_PO012.3,2022-09-29 00:00:00.000,520,12600,Vehicle spare parts - Part Pay 3,Paid,
8393,INV_PO012.3,2022-09-29 00:00:00.000,664,12600,Vehicle spare parts - Part Pay 3,Paid,
8394,INV_PO012.3,2022-09-29 00:00:00.000,1961,12600,Vehicle spare parts - Part Pay 3,Paid,
8395,INV_PO012.3,2022-09-29 00:00:00.000,2053,12600,Vehicle spare parts - Part Pay 3,Paid,
8396,INV_PO006.5,2022-07-27 00:00:00.000,551,70800,Fifth delivery,Paid,
8397,INV_PO006.5,2022-07-27 00:00:00.000,170,70800,Fifth delivery,Paid,
8398,INV_PO006.5,2022-07-27 00:00:00.000,480,70800,Fifth delivery,Paid,
8399,INV_PO006.5,2022-07-27 00:00:00.000,1612,70800,Fifth delivery,Paid,
8400,INV_PO006.5,2022-07-27 00:00:00.000,711,70800,Fifth delivery,Paid,
8401,INV_PO006.5,2022-07-27 00:00:00.000,806,70800,Fifth delivery,Paid,
8402,INV_PO006.5,2022-07-27 00:00:00.000,902,70800,Fifth delivery,Paid,
8403,INV_PO006.5,2022-07-27 00:00:00.000,924,70800,Fifth delivery,Paid,
8404,INV_PO006.5,2022-07-27 00:00:00.000,1104,70800,Fifth delivery,Paid,
8405,INV_PO006.5,2022-07-27 00:00:00.000,1305,70800,Fifth delivery,Paid,
8406,INV_PO006.5,2022-07-27 00:00:00.000,1317,70800,Fifth delivery,Paid,
8407,INV_PO006.5,2022-07-27 00:00:00.000,1950,70800,Fifth delivery,Paid,
8408,INV_PO006.5,2022-07-27 00:00:00.000,2039,70800,Fifth delivery,Paid,
8409,,,1524,,,,
8410,INV_PO013.1,2022-09-28 00:00:00.000,353,,Car purchase,Paid,
8411,INV_PO013.1,2022-09-28 00:00:00.000,1776,1974000,Car purchase,Paid,
8412,INV_PO013.1,2022-09-28 00:00:00.000,1966,1974000,Car purchase,Paid,
8413,INV_PO013.1,2022-09-28 00:00:00.000,1042,,Car purchase,Paid,
8414,INV_PO013.1,2022-09-28 00:00:00.000,1238,,Car purchase,Paid,
8415,INV_PO013.1,2022-09-28 00:00:00.000,1321,,Car purchase,Paid,
8416,INV_PO013.1,2022-09-28 00:00:00.000,1867,,Car purchase,Paid,
8417,INV_PO013.1,2022-09-28 00:00:00.000,243,1091125,Car purchase,Paid,
8418,INV_PO013.1,2022-09-28 00:00:00.000,2135,1091125,Car purchase,Paid,
8419,INV_PO006.6,2022-08-16 00:00:00.000,178,,Sixth delivery,Paid,
8420,INV_PO006.6,2022-08-16 00:00:00.000,313,,Sixth delivery,Paid,
8421,INV_PO006.6,2022-08-16 00:00:00.000,480,,Sixth delivery,Paid,
8422,INV_PO006.6,2022-08-16 00:00:00.000,1511,,Sixth delivery,Paid,
8423,INV_PO006.6,2022-08-16 00:00:00.000,860,,Sixth delivery,Paid,
8424,INV_PO006.6,2022-08-16 00:00:00.000,1031,,Sixth delivery,Paid,
8425,INV_PO006.6,2022-08-16 00:00:00.000,1318,,Sixth delivery,Paid,
8426,INV_PO006.6,2022-08-16 00:00:00.000,1322,,Sixth delivery,Paid,
8427,INV_PO006.6,2022-08-16 00:00:00.000,1749,,Sixth delivery,Paid,
8428,INV_PO007.1,2022-07-30 00:00:00.000,559,4500,Trip for Saunders,Paid,
8429,INV_PO007.1,2022-07-30 00:00:00.000,1971,4500,Trip for Saunders,Paid,
8430,INV_PO007.1,2022-07-30 00:00:00.000,560,4200,Trip for Mike,Paid,
8431,INV_PO007.1,2022-07-30 00:00:00.000,1974,4200,Trip for Mike,Paid,
8432,,,492,,,,
8433,,,710,,,,
8434,,,453,,,,
8435,,,975,,,,
8436,,,1330,,,,
8437,INV_PO007.1,2022-07-30 00:00:00.000,1978,4800,Trip for Shobnee,Paid,
8438,INV_PO007.1,2022-07-30 00:00:00.000,2137,4800,Trip for Shobnee,Paid,
8439,INV_PO007.1,2022-07-30 00:00:00.000,1876,3700,Trip for Mikaen,Paid,
